code,name,areaCode,provinceCode,cityCode
110115104,"采育镇",110115,11,1101
110115105,"安定镇",110115,11,1101
110115106,"礼贤镇",110115,11,1101
110115107,"榆垡镇",110115,11,1101
110115108,"庞各庄镇",110115,11,1101
110115109,"北臧村镇",110115,11,1101
110115110,"魏善庄镇",110115,11,1101
110115111,"长子营镇",110115,11,1101
110115403,"北京经济技术开发区",110115,11,1101
110115404,"中关村国家自主创新示范区大兴生物医药产业基地",110115,11,1101
110115405,"大兴经济开发区",110115,11,1101
110115406,"大兴国际机场",110115,11,1101
110116001,"泉河街道",110116,11,1101
110116002,"龙山街道",110116,11,1101
110116003,"怀柔地区",110116,11,1101
110116004,"雁栖地区",110116,11,1101
110116005,"庙城地区",110116,11,1101
110116102,"北房镇",110116,11,1101
110116103,"杨宋镇",110116,11,1101
110116105,"桥梓镇",110116,11,1101
110116106,"怀北镇",110116,11,1101
110116107,"汤河口镇",110116,11,1101
110116108,"渤海镇",110116,11,1101
110116109,"九渡河镇",110116,11,1101
110116110,"琉璃庙镇",110116,11,1101
110116111,"宝山镇",110116,11,1101
110116211,"长哨营满族乡",110116,11,1101
110116213,"喇叭沟门满族乡",110116,11,1101
110116400,"北京雁栖经济开发区",110116,11,1101
110117001,"滨河街道",110117,11,1101
110117002,"兴谷街道",110117,11,1101
110117003,"渔阳地区",110117,11,1101
110117004,"峪口地区",110117,11,1101
110117005,"马坊地区",110117,11,1101
110117006,"金海湖地区",110117,11,1101
110117101,"东高村镇",110117,11,1101
110117102,"山东庄镇",110117,11,1101
110117104,"南独乐河镇",110117,11,1101
110117105,"大华山镇",110117,11,1101
110117106,"夏各庄镇",110117,11,1101
110117108,"马昌营镇",110117,11,1101
110117110,"王辛庄镇",110117,11,1101
110117111,"大兴庄镇",110117,11,1101
110117112,"刘家店镇",110117,11,1101
110117114,"镇罗营镇",110117,11,1101
110117213,"黄松峪乡",110117,11,1101
110117214,"熊儿寨乡",110117,11,1101
110118001,"鼓楼街道",110118,11,1101
110118002,"果园街道",110118,11,1101
110118003,"檀营地区",110118,11,1101
110118100,"密云镇",110118,11,1101
110118101,"溪翁庄镇",110118,11,1101
110118102,"西田各庄镇",110118,11,1101
110118103,"十里堡镇",110118,11,1101
110118104,"河南寨镇",110118,11,1101
110118105,"巨各庄镇",110118,11,1101
110118106,"穆家峪镇",110118,11,1101
110118107,"太师屯镇",110118,11,1101
110118108,"高岭镇",110118,11,1101
110118109,"不老屯镇",110118,11,1101
110118110,"冯家峪镇",110118,11,1101
110118111,"古北口镇",110118,11,1101
110118112,"大城子镇",110118,11,1101
110118113,"东邵渠镇",110118,11,1101
110118114,"北庄镇",110118,11,1101
110118115,"新城子镇",110118,11,1101
110118116,"石城镇",110118,11,1101
110118400,"中关村科技园区密云园",110118,11,1101
110119001,"百泉街道",110119,11,1101
110119002,"香水园街道",110119,11,1101
110119003,"儒林街道",110119,11,1101
110119100,"延庆镇",110119,11,1101
110119101,"康庄镇",110119,11,1101
110119102,"八达岭镇",110119,11,1101
110119103,"永宁镇",110119,11,1101
110119104,"旧县镇",110119,11,1101
110119105,"张山营镇",110119,11,1101
110119106,"四海镇",110119,11,1101
110119107,"千家店镇",110119,11,1101
110119108,"沈家营镇",110119,11,1101
110119109,"大榆树镇",110119,11,1101
110119110,"井庄镇",110119,11,1101
110119200,"大庄科乡",110119,11,1101
110119201,"刘斌堡乡",110119,11,1101
110119202,"香营乡",110119,11,1101
110119203,"珍珠泉乡",110119,11,1101
120101001,"劝业场街道",120101,12,1201
120101002,"小白楼街道",120101,12,1201
120101003,"五大道街道",120101,12,1201
120101004,"新兴街道",120101,12,1201
120101005,"南营门街道",120101,12,1201
120101006,"南市街道",120101,12,1201
120102001,"大王庄街道",120102,12,1201
120102002,"大直沽街道",120102,12,1201
120102003,"中山门街道",120102,12,1201
120102004,"富民路街道",120102,12,1201
120102005,"二号桥街道",120102,12,1201
120102006,"春华街道",120102,12,1201
120102007,"唐家口街道",120102,12,1201
120102008,"向阳楼街道",120102,12,1201
120102009,"常州道街道",120102,12,1201
120102010,"上杭路街道",120102,12,1201
120102011,"东新街道",120102,12,1201
120102012,"鲁山道街道",120102,12,1201
120102013,"天津铁厂街道",120102,12,1201
120103001,"大营门街道",120103,12,1201
120103002,"下瓦房街道",120103,12,1201
120103003,"桃园街道",120103,12,1201
120103004,"挂甲寺街道",120103,12,1201
120103005,"马场街道",120103,12,1201
120103006,"越秀路街道",120103,12,1201
120103007,"友谊路街道",120103,12,1201
120103008,"天塔街道",120103,12,1201
120103009,"尖山街道",120103,12,1201
120103010,"陈塘庄街道",120103,12,1201
120103011,"柳林街道",120103,12,1201
120103012,"东海街道",120103,12,1201
120103013,"梅江街道",120103,12,1201
120103014,"太湖路街道",120103,12,1201
120104001,"长虹街道",120104,12,1201
120104002,"鼓楼街道",120104,12,1201
120104003,"兴南街道",120104,12,1201
120104004,"广开街道",120104,12,1201
120104005,"万兴街道",120104,12,1201
120104006,"学府街道",120104,12,1201
120104007,"向阳路街道",120104,12,1201
120104008,"嘉陵道街道",120104,12,1201
120104009,"王顶堤街道",120104,12,1201
120104010,"水上公园街道",120104,12,1201
120104011,"体育中心街道",120104,12,1201
120104012,"华苑街道",120104,12,1201
120105001,"光复道街道",120105,12,1201
120105002,"望海楼街道",120105,12,1201
120105003,"鸿顺里街道",120105,12,1201
120105004,"新开河街道",120105,12,1201
120105005,"铁东路街道",120105,12,1201
120105006,"建昌道街道",120105,12,1201
120105007,"宁园街道",120105,12,1201
120105008,"王串场街道",120105,12,1201
120105009,"江都路街道",120105,12,1201
120105010,"月牙河街道",120105,12,1201
120106001,"西于庄街道",120106,12,1201
120106003,"咸阳北路街道",120106,12,1201
120106004,"丁字沽街道",120106,12,1201
120106005,"西沽街道",120106,12,1201
120106006,"三条石街道",120106,12,1201
120106008,"邵公庄街道",120106,12,1201
120106009,"芥园街道",120106,12,1201
120106010,"铃铛阁街道",120106,12,1201
120106012,"和苑街道",120106,12,1201
120110001,"张贵庄街道",120110,12,1201
120110002,"丰年村街道",120110,12,1201
120110003,"万新街道",120110,12,1201
120110004,"无瑕街道",120110,12,1201
120110005,"新立街道",120110,12,1201
120110006,"华明街道",120110,12,1201
120110007,"金钟街道",120110,12,1201
120110008,"军粮城街道",120110,12,1201
120110009,"金桥街道",120110,12,1201
120110010,"华新街道",120110,12,1201
120110011,"东丽湖街道",120110,12,1201
120110400,"天津经济技术开发区西区",120110,12,1201
120110401,"天津航空物流区",120110,12,1201
120110402,"天津空港经济区",120110,12,1201
120110403,"东丽区经济技术开发区",120110,12,1201
120110405,"综合保税区",120110,12,1201
120110406,"航空新城",120110,12,1201
120110407,"天津市东丽区临空经济区",120110,12,1201
120110408,"华明高新技术产业区服务中心",120110,12,1201
120111001,"西营门街道",120111,12,1201
120111002,"李七庄街道",120111,12,1201
120111003,"赤龙南街道",120111,12,1201
120111004,"赤龙北街道",120111,12,1201
120111005,"津门湖街道",120111,12,1201
120111100,"中北镇",120111,12,1201
120111101,"杨柳青镇",120111,12,1201
120111102,"辛口镇",120111,12,1201
120111103,"张家窝镇",120111,12,1201
120111104,"精武镇",120111,12,1201
120111105,"大寺镇",120111,12,1201
120111106,"王稳庄镇",120111,12,1201
120111400,"天津经济技术开发区微电子小区",120111,12,1201
120111401,"新技术产业园区",120111,12,1201
120111450,"西青区开发区",120111,12,1201
120112001,"双新街道",120112,12,1201
120112002,"双林街道",120112,12,1201
120112003,"海棠街道",120112,12,1201
120112100,"咸水沽镇",120112,12,1201
120112101,"葛沽镇",120112,12,1201
120112102,"小站镇",120112,12,1201
120112103,"双港镇",120112,12,1201
120112104,"辛庄镇",120112,12,1201
120112106,"双桥河镇",120112,12,1201
120112107,"八里台镇",120112,12,1201
120112108,"北闸口镇",120112,12,1201
120112403,"长青地区",120112,12,1201
120112404,"津南开发区东区",120112,12,1201
120112405,"津南开发区西区",120112,12,1201
120112501,"津南国家农业园区",120112,12,1201
120113001,"果园新村街道",120113,12,1201
120113002,"集贤里街道",120113,12,1201
120113003,"普东街道",120113,12,1201
120113004,"瑞景街道",120113,12,1201
120113005,"佳荣里街道",120113,12,1201
120113006,"青源街道",120113,12,1201
120113007,"广源街道",120113,12,1201
120113008,"双环邨街道",120113,12,1201
120113100,"天穆镇",120113,12,1201
120113101,"北仓镇",120113,12,1201
120113102,"双街镇",120113,12,1201
120113103,"双口镇",120113,12,1201
120113104,"青光镇",120113,12,1201
120113106,"宜兴埠镇",120113,12,1201
120113107,"小淀镇",120113,12,1201
120113108,"大张庄镇",120113,12,1201
120113111,"西堤头镇",120113,12,1201
120113400,"科技园区北区",120113,12,1201
120113401,"科技园区南区",120113,12,1201
120113402,"天津医药医疗器械工业园",120113,12,1201
120113403,"天津陆路港物流装备产业园",120113,12,1201
120113404,"天津风电产业园",120113,12,1201
120113500,"红旗农场",120113,12,1201
120113501,"曙光农场",120113,12,1201
120114001,"杨村街道",120114,12,1201
120114002,"下朱庄街道",120114,12,1201
120114003,"东蒲洼街道",120114,12,1201
120114004,"黄庄街道",120114,12,1201
120114005,"徐官屯街道",120114,12,1201
120114006,"运河西街道",120114,12,1201
120114101,"梅厂镇",120114,12,1201
120114102,"大碱厂镇",120114,12,1201
120114103,"崔黄口镇",120114,12,1201
120114104,"大良镇",120114,12,1201
120114105,"下伍旗镇",120114,12,1201
120114106,"南蔡村镇",120114,12,1201
120114107,"大孟庄镇",120114,12,1201
120114108,"泗村店镇",120114,12,1201
120114109,"河西务镇",120114,12,1201
120114110,"城关镇",120114,12,1201
120114111,"东马圈镇",120114,12,1201
120114112,"黄花店镇",120114,12,1201
120114113,"石各庄镇",120114,12,1201
120114114,"王庆坨镇",120114,12,1201
120114115,"汊沽港镇",120114,12,1201
120114116,"河北屯镇",120114,12,1201
120114117,"上马台镇",120114,12,1201
120114118,"大王古庄镇",120114,12,1201
120114119,"陈咀镇",120114,12,1201
120114120,"豆张庄镇",120114,12,1201
120114121,"曹子里镇",120114,12,1201
120114122,"大黄堡镇",120114,12,1201
120114123,"高村镇",120114,12,1201
120114124,"白古屯镇",120114,12,1201
120114400,"天津经济技术开发区逸仙科学工业园",120114,12,1201
120114401,"武清经济技术开发区",120114,12,1201
120114403,"天津京滨工业园",120114,12,1201
120114404,"天津京津电子商务产业园",120114,12,1201
120114405,"天津武清汽车产业园",120114,12,1201
120114406,"天津京津科技谷",120114,12,1201
120114407,"京津高村科技创新园",120114,12,1201
120115001,"海滨街道",120115,12,1201
120115002,"宝平街道",120115,12,1201
120115003,"钰华街道",120115,12,1201
120115006,"周良街道",120115,12,1201
120115007,"潮阳街道",120115,12,1201
120115008,"朝霞街道",120115,12,1201
120115101,"大口屯镇",120115,12,1201
120115103,"王卜庄镇",120115,12,1201
120115104,"方家庄镇",120115,12,1201
120115105,"林亭口镇",120115,12,1201
120115106,"八门城镇",120115,12,1201
120115107,"大钟庄镇",120115,12,1201
120115108,"新安镇",120115,12,1201
120115111,"霍各庄镇",120115,12,1201
120115113,"新开口镇",120115,12,1201
120115115,"大唐庄镇",120115,12,1201
120115119,"牛道口镇",120115,12,1201
120115120,"史各庄镇",120115,12,1201
120115121,"郝各庄镇",120115,12,1201
120115123,"牛家牌镇",120115,12,1201
120115124,"尔王庄镇",120115,12,1201
120115125,"黄庄镇",120115,12,1201
120115126,"口东镇",120115,12,1201
120115127,"大白庄镇",120115,12,1201
120115456,"宝坻经济开发区",120115,12,1201
120115457,"京津中关村科技城",120115,12,1201
120116001,"塘沽街道",120116,12,1201
120116005,"杭州道街道",120116,12,1201
120116006,"新河街道",120116,12,1201
120116007,"大沽街道",120116,12,1201
120116008,"新北街道",120116,12,1201
120116009,"北塘街道",120116,12,1201
120116011,"胡家园街道",120116,12,1201
120116012,"新港街道",120116,12,1201
120116013,"新村街道",120116,12,1201
120116014,"天津经济技术开发区东区泰达街道",120116,12,1201
120116031,"汉沽街道",120116,12,1201
120116032,"寨上街道",120116,12,1201
120116033,"茶淀街道",120116,12,1201
120116051,"大港街道",120116,12,1201
120116053,"古林街道",120116,12,1201
120116054,"海滨街道",120116,12,1201
120116100,"新城镇",120116,12,1201
120116135,"杨家泊镇",120116,12,1201
120116156,"太平镇",120116,12,1201
120116157,"小王庄镇",120116,12,1201
120116158,"中塘镇",120116,12,1201
120116400,"天津经济技术开发区（其他片区）",120116,12,1201
120116401,"天津港保税区",120116,12,1201
120116402,"天津滨海新区高新技术产业开发区",120116,12,1201
120116403,"东疆保税港区",120116,12,1201
120116406,"中新天津生态城",120116,12,1201
120117001,"芦台街道",120117,12,1201
120117002,"桥北街道",120117,12,1201
120117102,"宁河镇",120117,12,1201
120117103,"苗庄镇",120117,12,1201
120117104,"丰台镇",120117,12,1201
120117105,"岳龙镇",120117,12,1201
120117106,"板桥镇",120117,12,1201
120117107,"潘庄镇",120117,12,1201
120117109,"造甲城镇",120117,12,1201
120117110,"七里海镇",120117,12,1201
120117111,"大北涧沽镇",120117,12,1201
120117112,"东棘坨镇",120117,12,1201
120117113,"北淮淀镇",120117,12,1201
120117114,"俵口镇",120117,12,1201
120117115,"廉庄镇",120117,12,1201
120117400,"宁河区贸易开发区",120117,12,1201
120117401,"宁河区经济开发区",120117,12,1201
120117402,"天津未来科技城天津经济技术开发区片区",120117,12,1201
120117403,"天津未来科技城滨海高新区片区",120117,12,1201
120117451,"天津未来科技城宁河片区现代产业区组团",120117,12,1201
120117452,"天津未来科技城宁河片区潘庄工业区组团",120117,12,1201
120117453,"天津未来科技城宁河片区北淮淀组团",120117,12,1201
120118001,"华康街道",120118,12,1201
120118002,"朝阳街道",120118,12,1201
120118100,"静海镇",120118,12,1201
120118101,"唐官屯镇",120118,12,1201
120118102,"独流镇",120118,12,1201
120118103,"王口镇",120118,12,1201
120118104,"台头镇",120118,12,1201
120118105,"子牙镇",120118,12,1201
120118106,"陈官屯镇",120118,12,1201
120118107,"中旺镇",120118,12,1201
120118108,"大邱庄镇",120118,12,1201
120118109,"蔡公庄镇",120118,12,1201
120118110,"梁头镇",120118,12,1201
120118111,"团泊镇",120118,12,1201
120118112,"双塘镇",120118,12,1201
120118113,"大丰堆镇",120118,12,1201
120118114,"沿庄镇",120118,12,1201
120118115,"西翟庄镇",120118,12,1201
120118200,"良王庄乡",120118,12,1201
120118201,"杨成庄乡",120118,12,1201
120118400,"高新产业园",120118,12,1201
120118402,"天津子牙经济技术开发区",120118,12,1201
120118403,"天津健康产业国际合作示范区",120118,12,1201
120119001,"文昌街道",120119,12,1201
120119100,"渔阳镇",120119,12,1201
120119101,"洇溜镇",120119,12,1201
120119102,"官庄镇",120119,12,1201
120119103,"马伸桥镇",120119,12,1201
120119104,"下营镇",120119,12,1201
120119105,"邦均镇",120119,12,1201
120119106,"别山镇",120119,12,1201
120119108,"尤古庄镇",120119,12,1201
120119109,"上仓镇",120119,12,1201
120119111,"下仓镇",120119,12,1201
120119112,"罗庄子镇",120119,12,1201
120119113,"白涧镇",120119,12,1201
120119115,"侯家营镇",120119,12,1201
120119116,"桑梓镇",120119,12,1201
120119117,"东施古镇",120119,12,1201
120119118,"下窝头镇",120119,12,1201
120119119,"杨津庄镇",120119,12,1201
120119120,"出头岭镇",120119,12,1201
120119121,"西龙虎峪镇",120119,12,1201
120119122,"穿芳峪镇",120119,12,1201
120119123,"东二营镇",120119,12,1201
120119124,"许家台镇",120119,12,1201
120119125,"礼明庄镇",120119,12,1201
120119126,"东赵各庄镇",120119,12,1201
120119127,"州河湾镇",120119,12,1201
120119203,"孙各庄满族乡",120119,12,1201
120119401,"天津市蓟州区经济开发区",120119,12,1201
130102001,"建北街道",130102,13,1301
130102002,"青园街道",130102,13,1301
130102003,"广安街道",130102,13,1301
130102004,"育才街道",130102,13,1301
130102005,"跃进街道",130102,13,1301
130102007,"河东街道",130102,13,1301
130102010,"长丰街道",130102,13,1301
130102011,"谈固街道",130102,13,1301
130102012,"中山东路街道",130102,13,1301
130102013,"阜康街道",130102,13,1301
130102014,"建安街道",130102,13,1301
130102015,"胜北街道",130102,13,1301
130102100,"西兆通镇",130102,13,1301
130102101,"南村镇",130102,13,1301
130102102,"高营镇",130102,13,1301
130102103,"桃园镇",130102,13,1301
130104001,"东里街道",130104,13,1301
130104002,"中山街道",130104,13,1301
130104004,"南长街道",130104,13,1301
130104005,"维明街道",130104,13,1301
130104007,"友谊街道",130104,13,1301
130104008,"红旗街道",130104,13,1301
130104009,"新石街道",130104,13,1301
130104010,"苑东街道",130104,13,1301
130104011,"西里街道",130104,13,1301
130104012,"振头街道",130104,13,1301
130104013,"留营街道",130104,13,1301
130104014,"长兴街道",130104,13,1301
130104015,"彭后街道",130104,13,1301
130104016,"东风街道",130104,13,1301
130104017,"东华街道",130104,13,1301
130104018,"休门街道",130104,13,1301
130104019,"汇通街道",130104,13,1301
130105001,"革新街街道",130105,13,1301
130105003,"新华路街道",130105,13,1301
130105004,"宁安街道",130105,13,1301
130105005,"东焦街道",130105,13,1301
130105006,"西苑街道",130105,13,1301
130105007,"合作路街道",130105,13,1301
130105008,"联盟街道",130105,13,1301
130105009,"石岗街道",130105,13,1301
130105011,"天苑街道",130105,13,1301
130105012,"北苑街道",130105,13,1301
130105013,"赵陵铺路街道",130105,13,1301
130105014,"西三庄街道",130105,13,1301
130105015,"大郭街道",130105,13,1301
130105016,"杜北街道",130105,13,1301
130105017,"赵佗路街道",130105,13,1301
130107001,"矿市街道",130107,13,1301
130107002,"四微街道",130107,13,1301
130107100,"贾庄镇",130107,13,1301
130107101,"凤山镇",130107,13,1301
130107200,"横涧乡",130107,13,1301
130108001,"裕兴街道",130108,13,1301
