code,name,cityCode,provinceCode
140430,"沁县",1404,14
140431,"沁源县",1404,14
140471,"山西长治高新技术产业园区",1404,14
140502,"城区",1405,14
140521,"沁水县",1405,14
140522,"阳城县",1405,14
140524,"陵川县",1405,14
140525,"泽州县",1405,14
140581,"高平市",1405,14
140602,"朔城区",1406,14
140603,"平鲁区",1406,14
140621,"山阴县",1406,14
140622,"应县",1406,14
140623,"右玉县",1406,14
140671,"山西朔州经济开发区",1406,14
140681,"怀仁市",1406,14
140702,"榆次区",1407,14
140703,"太谷区",1407,14
140721,"榆社县",1407,14
140722,"左权县",1407,14
140723,"和顺县",1407,14
140724,"昔阳县",1407,14
140725,"寿阳县",1407,14
140727,"祁县",1407,14
140728,"平遥县",1407,14
140729,"灵石县",1407,14
140781,"介休市",1407,14
140802,"盐湖区",1408,14
140821,"临猗县",1408,14
140822,"万荣县",1408,14
140823,"闻喜县",1408,14
140824,"稷山县",1408,14
140825,"新绛县",1408,14
140826,"绛县",1408,14
140827,"垣曲县",1408,14
140828,"夏县",1408,14
140829,"平陆县",1408,14
140830,"芮城县",1408,14
140881,"永济市",1408,14
140882,"河津市",1408,14
140902,"忻府区",1409,14
140921,"定襄县",1409,14
140922,"五台县",1409,14
140923,"代县",1409,14
140924,"繁峙县",1409,14
140925,"宁武县",1409,14
140926,"静乐县",1409,14
140927,"神池县",1409,14
140928,"五寨县",1409,14
140929,"岢岚县",1409,14
140930,"河曲县",1409,14
140931,"保德县",1409,14
140932,"偏关县",1409,14
140971,"五台山风景名胜区",1409,14
140981,"原平市",1409,14
141002,"尧都区",1410,14
141021,"曲沃县",1410,14
141022,"翼城县",1410,14
141023,"襄汾县",1410,14
141024,"洪洞县",1410,14
141025,"古县",1410,14
141026,"安泽县",1410,14
141027,"浮山县",1410,14
141028,"吉县",1410,14
141029,"乡宁县",1410,14
141030,"大宁县",1410,14
141031,"隰县",1410,14
141032,"永和县",1410,14
141033,"蒲县",1410,14
141034,"汾西县",1410,14
141081,"侯马市",1410,14
141082,"霍州市",1410,14
141102,"离石区",1411,14
141121,"文水县",1411,14
141122,"交城县",1411,14
141123,"兴县",1411,14
141124,"临县",1411,14
141125,"柳林县",1411,14
141126,"石楼县",1411,14
141127,"岚县",1411,14
141128,"方山县",1411,14
141129,"中阳县",1411,14
141130,"交口县",1411,14
141181,"孝义市",1411,14
141182,"汾阳市",1411,14
150102,"新城区",1501,15
150103,"回民区",1501,15
150104,"玉泉区",1501,15
150105,"赛罕区",1501,15
150121,"土默特左旗",1501,15
150122,"托克托县",1501,15
150123,"和林格尔县",1501,15
150124,"清水河县",1501,15
150125,"武川县",1501,15
150172,"呼和浩特经济技术开发区",1501,15
150202,"东河区",1502,15
150203,"昆都仑区",1502,15
150204,"青山区",1502,15
150205,"石拐区",1502,15
150206,"白云鄂博矿区",1502,15
150207,"九原区",1502,15
150221,"土默特右旗",1502,15
150222,"固阳县",1502,15
150223,"达尔罕茂明安联合旗",1502,15
150271,"包头稀土高新技术产业开发区",1502,15
150302,"海勃湾区",1503,15
150303,"海南区",1503,15
150304,"乌达区",1503,15
150402,"红山区",1504,15
150403,"元宝山区",1504,15
150404,"松山区",1504,15
150421,"阿鲁科尔沁旗",1504,15
150422,"巴林左旗",1504,15
150423,"巴林右旗",1504,15
150424,"林西县",1504,15
150425,"克什克腾旗",1504,15
150426,"翁牛特旗",1504,15
150428,"喀喇沁旗",1504,15
150429,"宁城县",1504,15
150430,"敖汉旗",1504,15
150502,"科尔沁区",1505,15
150521,"科尔沁左翼中旗",1505,15
150522,"科尔沁左翼后旗",1505,15
150523,"开鲁县",1505,15
150524,"库伦旗",1505,15
150525,"奈曼旗",1505,15
150526,"扎鲁特旗",1505,15
150571,"通辽经济技术开发区",1505,15
150581,"霍林郭勒市",1505,15
150602,"东胜区",1506,15
150603,"康巴什区",1506,15
150621,"达拉特旗",1506,15
150622,"准格尔旗",1506,15
150623,"鄂托克前旗",1506,15
150624,"鄂托克旗",1506,15
150625,"杭锦旗",1506,15
150626,"乌审旗",1506,15
150627,"伊金霍洛旗",1506,15
150702,"海拉尔区",1507,15
150703,"扎赉诺尔区",1507,15
150721,"阿荣旗",1507,15
150722,"莫力达瓦达斡尔族自治旗",1507,15
150723,"鄂伦春自治旗",1507,15
150724,"鄂温克族自治旗",1507,15
150725,"陈巴尔虎旗",1507,15
150726,"新巴尔虎左旗",1507,15
150727,"新巴尔虎右旗",1507,15
150781,"满洲里市",1507,15
150782,"牙克石市",1507,15
150783,"扎兰屯市",1507,15
150784,"额尔古纳市",1507,15
150785,"根河市",1507,15
150802,"临河区",1508,15
150821,"五原县",1508,15
150822,"磴口县",1508,15
150823,"乌拉特前旗",1508,15
150824,"乌拉特中旗",1508,15
150825,"乌拉特后旗",1508,15
150826,"杭锦后旗",1508,15
150902,"集宁区",1509,15
150921,"卓资县",1509,15
150922,"化德县",1509,15
150923,"商都县",1509,15
150924,"兴和县",1509,15
150925,"凉城县",1509,15
150926,"察哈尔右翼前旗",1509,15
150927,"察哈尔右翼中旗",1509,15
150928,"察哈尔右翼后旗",1509,15
150929,"四子王旗",1509,15
150981,"丰镇市",1509,15
152201,"乌兰浩特市",1522,15
152202,"阿尔山市",1522,15
152221,"科尔沁右翼前旗",1522,15
152222,"科尔沁右翼中旗",1522,15
152223,"扎赉特旗",1522,15
152224,"突泉县",1522,15
152501,"二连浩特市",1525,15
152502,"锡林浩特市",1525,15
152522,"阿巴嘎旗",1525,15
152523,"苏尼特左旗",1525,15
152524,"苏尼特右旗",1525,15
152525,"东乌珠穆沁旗",1525,15
152526,"西乌珠穆沁旗",1525,15
152527,"太仆寺旗",1525,15
152528,"镶黄旗",1525,15
152529,"正镶白旗",1525,15
152530,"正蓝旗",1525,15
152531,"多伦县",1525,15
152571,"乌拉盖管委会",1525,15
152921,"阿拉善左旗",1529,15
152922,"阿拉善右旗",1529,15
152923,"额济纳旗",1529,15
152971,"内蒙古阿拉善经济开发区",1529,15
210102,"和平区",2101,21
210103,"沈河区",2101,21
210104,"大东区",2101,21
210105,"皇姑区",2101,21
210106,"铁西区",2101,21
210111,"苏家屯区",2101,21
210112,"浑南区",2101,21
210113,"沈北新区",2101,21
210114,"于洪区",2101,21
210115,"辽中区",2101,21
210123,"康平县",2101,21
210124,"法库县",2101,21
210181,"新民市",2101,21
210202,"中山区",2102,21
210203,"西岗区",2102,21
210204,"沙河口区",2102,21
210211,"甘井子区",2102,21
210212,"旅顺口区",2102,21
210213,"金州区",2102,21
210214,"普兰店区",2102,21
210224,"长海县",2102,21
210281,"瓦房店市",2102,21
210283,"庄河市",2102,21
210302,"铁东区",2103,21
210303,"铁西区",2103,21
210304,"立山区",2103,21
210311,"千山区",2103,21
210321,"台安县",2103,21
210323,"岫岩满族自治县",2103,21
210381,"海城市",2103,21
210402,"新抚区",2104,21
210403,"东洲区",2104,21
210404,"望花区",2104,21
210411,"顺城区",2104,21
210421,"抚顺县",2104,21
210422,"新宾满族自治县",2104,21
210423,"清原满族自治县",2104,21
210502,"平山区",2105,21
210503,"溪湖区",2105,21
210504,"明山区",2105,21
210505,"南芬区",2105,21
210521,"本溪满族自治县",2105,21
210522,"桓仁满族自治县",2105,21
210602,"元宝区",2106,21
210603,"振兴区",2106,21
210604,"振安区",2106,21
210624,"宽甸满族自治县",2106,21
210681,"东港市",2106,21
210682,"凤城市",2106,21
210702,"古塔区",2107,21
210703,"凌河区",2107,21
210711,"太和区",2107,21
210726,"黑山县",2107,21
210727,"义县",2107,21
210781,"凌海市",2107,21
210782,"北镇市",2107,21
210802,"站前区",2108,21
210803,"西市区",2108,21
210804,"鲅鱼圈区",2108,21
210811,"老边区",2108,21
210881,"盖州市",2108,21
210882,"大石桥市",2108,21
210902,"海州区",2109,21
210903,"新邱区",2109,21
210904,"太平区",2109,21
210905,"清河门区",2109,21
210911,"细河区",2109,21
210921,"阜新蒙古族自治县",2109,21
210922,"彰武县",2109,21
211002,"白塔区",2110,21
211003,"文圣区",2110,21
211004,"宏伟区",2110,21
211005,"弓长岭区",2110,21
211011,"太子河区",2110,21
211021,"辽阳县",2110,21
211081,"灯塔市",2110,21
211102,"双台子区",2111,21
211103,"兴隆台区",2111,21
211104,"大洼区",2111,21
211122,"盘山县",2111,21
211202,"银州区",2112,21
211204,"清河区",2112,21
211221,"铁岭县",2112,21
211223,"西丰县",2112,21
211224,"昌图县",2112,21
211281,"调兵山市",2112,21
211282,"开原市",2112,21
211302,"双塔区",2113,21
211303,"龙城区",2113,21
211321,"朝阳县",2113,21
211322,"建平县",2113,21
211324,"喀喇沁左翼蒙古族自治县",2113,21
211381,"北票市",2113,21
211382,"凌源市",2113,21
211402,"连山区",2114,21
211403,"龙港区",2114,21
211404,"南票区",2114,21
211421,"绥中县",2114,21
211422,"建昌县",2114,21
211481,"兴城市",2114,21
220102,"南关区",2201,22
220103,"宽城区",2201,22
220104,"朝阳区",2201,22
220105,"二道区",2201,22
220106,"绿园区",2201,22
220112,"双阳区",2201,22
220113,"九台区",2201,22
220122,"农安县",2201,22
220171,"长春经济技术开发区",2201,22
220172,"长春净月高新技术产业开发区",2201,22
220173,"长春高新技术产业开发区",2201,22
220174,"长春汽车经济技术开发区",2201,22
220182,"榆树市",2201,22
220183,"德惠市",2201,22
220184,"公主岭市",2201,22
220202,"昌邑区",2202,22
220203,"龙潭区",2202,22
220204,"船营区",2202,22
220211,"丰满区",2202,22
220221,"永吉县",2202,22
220271,"吉林经济开发区",2202,22
220272,"吉林高新技术产业开发区",2202,22
220273,"吉林中国新加坡食品区",2202,22
220281,"蛟河市",2202,22
220282,"桦甸市",2202,22
220283,"舒兰市",2202,22
220284,"磐石市",2202,22
220302,"铁西区",2203,22
220303,"铁东区",2203,22
220322,"梨树县",2203,22
220323,"伊通满族自治县",2203,22
220382,"双辽市",2203,22
220402,"龙山区",2204,22
220403,"西安区",2204,22
220421,"东丰县",2204,22
220422,"东辽县",2204,22
220502,"东昌区",2205,22
220503,"二道江区",2205,22
220521,"通化县",2205,22
220523,"辉南县",2205,22
220524,"柳河县",2205,22
220581,"梅河口市",2205,22
220582,"集安市",2205,22
220602,"浑江区",2206,22
220605,"江源区",2206,22
220621,"抚松县",2206,22
220622,"靖宇县",2206,22
220623,"长白朝鲜族自治县",2206,22
220681,"临江市",2206,22
220702,"宁江区",2207,22
220721,"前郭尔罗斯蒙古族自治县",2207,22
220722,"长岭县",2207,22
220723,"乾安县",2207,22
220771,"吉林松原经济开发区",2207,22
220781,"扶余市",2207,22
220802,"洮北区",2208,22
220821,"镇赉县",2208,22
220822,"通榆县",2208,22
220871,"吉林白城经济开发区",2208,22
220881,"洮南市",2208,22
220882,"大安市",2208,22
222401,"延吉市",2224,22
222402,"图们市",2224,22
222403,"敦化市",2224,22
222404,"珲春市",2224,22
222405,"龙井市",2224,22
222406,"和龙市",2224,22
222424,"汪清县",2224,22
222426,"安图县",2224,22
230102,"道里区",2301,23
230103,"南岗区",2301,23
230104,"道外区",2301,23
230108,"平房区",2301,23
230109,"松北区",2301,23
230110,"香坊区",2301,23
230111,"呼兰区",2301,23
230112,"阿城区",2301,23
230113,"双城区",2301,23
230123,"依兰县",2301,23
230124,"方正县",2301,23
230125,"宾县",2301,23
230126,"巴彦县",2301,23
230127,"木兰县",2301,23
230128,"通河县",2301,23
230129,"延寿县",2301,23
230183,"尚志市",2301,23
230184,"五常市",2301,23
230202,"龙沙区",2302,23
230203,"建华区",2302,23
230204,"铁锋区",2302,23
230205,"昂昂溪区",2302,23
230206,"富拉尔基区",2302,23
230207,"碾子山区",2302,23
230208,"梅里斯达斡尔族区",2302,23
230221,"龙江县",2302,23
230223,"依安县",2302,23
230224,"泰来县",2302,23
230225,"甘南县",2302,23
230227,"富裕县",2302,23
230229,"克山县",2302,23
230230,"克东县",2302,23
230231,"拜泉县",2302,23
230281,"讷河市",2302,23
230302,"鸡冠区",2303,23
230303,"恒山区",2303,23
230304,"滴道区",2303,23
230305,"梨树区",2303,23
230306,"城子河区",2303,23
230307,"麻山区",2303,23
230321,"鸡东县",2303,23
230381,"虎林市",2303,23
230382,"密山市",2303,23
230402,"向阳区",2304,23
230403,"工农区",2304,23
230404,"南山区",2304,23
230405,"兴安区",2304,23
230406,"东山区",2304,23
230407,"兴山区",2304,23
230421,"萝北县",2304,23
230422,"绥滨县",2304,23
230502,"尖山区",2305,23
230503,"岭东区",2305,23
230505,"四方台区",2305,23
230506,"宝山区",2305,23
230521,"集贤县",2305,23
230522,"友谊县",2305,23
230523,"宝清县",2305,23
230524,"饶河县",2305,23
230602,"萨尔图区",2306,23
230603,"龙凤区",2306,23
230604,"让胡路区",2306,23
230605,"红岗区",2306,23
230606,"大同区",2306,23
230621,"肇州县",2306,23
230622,"肇源县",2306,23
230623,"林甸县",2306,23
230624,"杜尔伯特蒙古族自治县",2306,23
230671,"大庆高新技术产业开发区",2306,23
230717,"伊美区",2307,23
230718,"乌翠区",2307,23
230719,"友好区",2307,23
230722,"嘉荫县",2307,23
230723,"汤旺县",2307,23
230724,"丰林县",2307,23
230725,"大箐山县",2307,23
230726,"南岔县",2307,23
230751,"金林区",2307,23
230781,"铁力市",2307,23
230803,"向阳区",2308,23
230804,"前进区",2308,23
230805,"东风区",2308,23
230811,"郊区",2308,23
230822,"桦南县",2308,23
230826,"桦川县",2308,23
230828,"汤原县",2308,23
230881,"同江市",2308,23
230882,"富锦市",2308,23
230883,"抚远市",2308,23
230902,"新兴区",2309,23
230903,"桃山区",2309,23
230904,"茄子河区",2309,23
230921,"勃利县",2309,23
231002,"东安区",2310,23
231003,"阳明区",2310,23
231004,"爱民区",2310,23
231005,"西安区",2310,23
231025,"林口县",2310,23
231071,"牡丹江经济技术开发区",2310,23
231081,"绥芬河市",2310,23
231083,"海林市",2310,23
231084,"宁安市",2310,23
231085,"穆棱市",2310,23
231086,"东宁市",2310,23
231102,"爱辉区",2311,23
231123,"逊克县",2311,23
231124,"孙吴县",2311,23
231181,"北安市",2311,23
231182,"五大连池市",2311,23
231183,"嫩江市",2311,23
231202,"北林区",2312,23
231221,"望奎县",2312,23
231222,"兰西县",2312,23
231223,"青冈县",2312,23
231224,"庆安县",2312,23
231225,"明水县",2312,23
231226,"绥棱县",2312,23
231281,"安达市",2312,23
231282,"肇东市",2312,23
231283,"海伦市",2312,23
232701,"漠河市",2327,23
232721,"呼玛县",2327,23
232722,"塔河县",2327,23
232761,"加格达奇区",2327,23
232762,"松岭区",2327,23
232763,"新林区",2327,23
232764,"呼中区",2327,23
310101,"黄浦区",3101,31
310104,"徐汇区",3101,31
310105,"长宁区",3101,31
310106,"静安区",3101,31
310107,"普陀区",3101,31
310109,"虹口区",3101,31
310110,"杨浦区",3101,31
310112,"闵行区",3101,31
310113,"宝山区",3101,31
310114,"嘉定区",3101,31
310115,"浦东新区",3101,31
310116,"金山区",3101,31
310117,"松江区",3101,31
310118,"青浦区",3101,31
310120,"奉贤区",3101,31
310151,"崇明区",3101,31
320102,"玄武区",3201,32
320104,"秦淮区",3201,32
320105,"建邺区",3201,32
320106,"鼓楼区",3201,32
320111,"浦口区",3201,32
320113,"栖霞区",3201,32
320114,"雨花台区",3201,32
320115,"江宁区",3201,32
320116,"六合区",3201,32
320117,"溧水区",3201,32
320118,"高淳区",3201,32
320205,"锡山区",3202,32
320206,"惠山区",3202,32
320211,"滨湖区",3202,32
320213,"梁溪区",3202,32
320214,"新吴区",3202,32
320281,"江阴市",3202,32
320282,"宜兴市",3202,32
320302,"鼓楼区",3203,32
320303,"云龙区",3203,32
320305,"贾汪区",3203,32
320311,"泉山区",3203,32
320312,"铜山区",3203,32
320321,"丰县",3203,32
320322,"沛县",3203,32
320324,"睢宁县",3203,32
320371,"徐州经济技术开发区",3203,32
320381,"新沂市",3203,32
320382,"邳州市",3203,32
320402,"天宁区",3204,32
320404,"钟楼区",3204,32
320411,"新北区",3204,32
320412,"武进区",3204,32
320413,"金坛区",3204,32
320481,"溧阳市",3204,32
320505,"虎丘区",3205,32
320506,"吴中区",3205,32
320507,"相城区",3205,32
320508,"姑苏区",3205,32
320509,"吴江区",3205,32
320571,"苏州工业园区",3205,32
320581,"常熟市",3205,32
320582,"张家港市",3205,32
320583,"昆山市",3205,32
320585,"太仓市",3205,32
320602,"崇川区",3206,32
320611,"港闸区",3206,32
320612,"通州区",3206,32
320623,"如东县",3206,32
320671,"南通经济技术开发区",3206,32
320681,"启东市",3206,32
320682,"如皋市",3206,32
320684,"海门市",3206,32
320685,"海安市",3206,32
320703,"连云区",3207,32
320706,"海州区",3207,32
320707,"赣榆区",3207,32
320722,"东海县",3207,32
320723,"灌云县",3207,32
320724,"灌南县",3207,32
320771,"连云港经济技术开发区",3207,32
320772,"连云港高新技术产业开发区",3207,32
320803,"淮安区",3208,32
320804,"淮阴区",3208,32
320812,"清江浦区",3208,32
320813,"洪泽区",3208,32
320826,"涟水县",3208,32
320830,"盱眙县",3208,32
320831,"金湖县",3208,32
320871,"淮安经济技术开发区",3208,32
320902,"亭湖区",3209,32
320903,"盐都区",3209,32
320904,"大丰区",3209,32
320921,"响水县",3209,32
320922,"滨海县",3209,32
320923,"阜宁县",3209,32
320924,"射阳县",3209,32
320925,"建湖县",3209,32
320971,"盐城经济技术开发区",3209,32
320981,"东台市",3209,32
321002,"广陵区",3210,32
321003,"邗江区",3210,32
321012,"江都区",3210,32
321023,"宝应县",3210,32
321071,"扬州经济技术开发区",3210,32
321081,"仪征市",3210,32
321084,"高邮市",3210,32
321102,"京口区",3211,32
321111,"润州区",3211,32
321112,"丹徒区",3211,32
321171,"镇江新区",3211,32
321181,"丹阳市",3211,32
321182,"扬中市",3211,32
321183,"句容市",3211,32
321202,"海陵区",3212,32
321203,"高港区",3212,32
321204,"姜堰区",3212,32
321271,"泰州医药高新技术产业开发区",3212,32
321281,"兴化市",3212,32
321282,"靖江市",3212,32
321283,"泰兴市",3212,32
321302,"宿城区",3213,32
321311,"宿豫区",3213,32
321322,"沭阳县",3213,32
321323,"泗阳县",3213,32
321324,"泗洪县",3213,32
321371,"宿迁经济技术开发区",3213,32
330102,"上城区",3301,33
330103,"下城区",3301,33
330104,"江干区",3301,33
330105,"拱墅区",3301,33
330106,"西湖区",3301,33
330108,"滨江区",3301,33
330109,"萧山区",3301,33
330110,"余杭区",3301,33
330111,"富阳区",3301,33
330112,"临安区",3301,33
330122,"桐庐县",3301,33
330127,"淳安县",3301,33
330182,"建德市",3301,33
330203,"海曙区",3302,33
330205,"江北区",3302,33
330206,"北仑区",3302,33
330211,"镇海区",3302,33
330212,"鄞州区",3302,33
330213,"奉化区",3302,33
330225,"象山县",3302,33
330226,"宁海县",3302,33
330281,"余姚市",3302,33
330282,"慈溪市",3302,33
330302,"鹿城区",3303,33
330303,"龙湾区",3303,33
330304,"瓯海区",3303,33
330305,"洞头区",3303,33
330324,"永嘉县",3303,33
330326,"平阳县",3303,33
330327,"苍南县",3303,33
330328,"文成县",3303,33
330329,"泰顺县",3303,33
330371,"温州经济技术开发区",3303,33
330381,"瑞安市",3303,33
330382,"乐清市",3303,33
330383,"龙港市",3303,33
330402,"南湖区",3304,33
330411,"秀洲区",3304,33
330421,"嘉善县",3304,33
330424,"海盐县",3304,33
330481,"海宁市",3304,33
330482,"平湖市",3304,33
330483,"桐乡市",3304,33
330502,"吴兴区",3305,33
330503,"南浔区",3305,33
330521,"德清县",3305,33
330522,"长兴县",3305,33
330523,"安吉县",3305,33
330602,"越城区",3306,33
330603,"柯桥区",3306,33
330604,"上虞区",3306,33
330624,"新昌县",3306,33
330681,"诸暨市",3306,33
330683,"嵊州市",3306,33
330702,"婺城区",3307,33
330703,"金东区",3307,33
330723,"武义县",3307,33
330726,"浦江县",3307,33
330727,"磐安县",3307,33
330781,"兰溪市",3307,33
330782,"义乌市",3307,33
330783,"东阳市",3307,33
330784,"永康市",3307,33
330802,"柯城区",3308,33
330803,"衢江区",3308,33
330822,"常山县",3308,33
330824,"开化县",3308,33
330825,"龙游县",3308,33
330881,"江山市",3308,33
330902,"定海区",3309,33
330903,"普陀区",3309,33
330921,"岱山县",3309,33
330922,"嵊泗县",3309,33
331002,"椒江区",3310,33
331003,"黄岩区",3310,33
331004,"路桥区",3310,33
